bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,house_age
2,1.0,1.0,0,0,3,7,820,50,98144,1500,1719,276000,11
4,1.5,1.5,0,0,4,6,1840,1320,98010,1540,8611,335000,47
3,2.0,1.0,0,0,3,7,1600,750,98028,2160,12000,430000,34
3,2.5,2.0,0,0,3,7,1810,0,98042,1880,4465,266490,11
4,2.75,1.0,0,0,3,8,1580,1580,98115,2050,8197,655000,53
3,2.0,1.0,0,0,3,7,1000,660,98103,1700,4356,635500,76
5,2.5,1.0,0,0,3,7,1300,1200,98198,2120,19352,235000,36
3,2.5,2.0,0,0,4,9,2880,0,98006,2840,12530,885000,29
3,1.0,1.0,0,0,4,7,1470,0,98133,1470,8400,352500,62
3,2.5,2.0,0,0,3,8,1460,0,98007,1910,7668,450000,32
5,6.0,2.0,0,0,3,12,5490,0,98039,2910,17600,3640000,10
3,2.25,1.0,0,4,3,9,1330,1150,98136,2500,8178,1050000,48
2,2.25,3.0,0,0,3,8,1140,0,98103,1140,1267,476000,16
3,2.5,2.0,0,0,3,8,1830,0,98038,1940,6996,375000,25
4,3.5,2.0,0,0,3,8,3110,0,98148,2910,7425,600600,1
4,1.75,1.0,0,2,4,8,1430,1200,98177,2240,15186,567000,67
4,1.75,1.0,0,0,3,8,1470,920,98052,2110,12000,650000,36
5,2.0,1.0,0,0,4,5,1750,0,98056,1560,9010,190000,72
4,3.5,1.0,0,2,4,10,2580,1790,98022,3260,422967,858000,37
1,1.75,1.0,0,0,3,7,770,250,98115,1230,5029,435500,78
3,2.0,1.0,0,0,3,8,1770,730,98107,1770,6343,685000,36
3,2.0,2.0,0,0,4,7,1540,0,98023,1500,7210,252000,31
4,2.25,2.0,0,0,4,8,2200,0,98028,2400,6900,512500,40
3,2.5,2.0,0,0,3,8,1940,0,98006,1940,8425,423800,50
3,2.25,2.0,0,0,4,8,1453,0,98006,1860,2526,460000,29
3,2.75,2.0,0,0,3,8,1830,0,98034,2030,3331,434000,24
3,1.0,1.0,0,0,3,6,1000,1000,98178,1760,10500,244000,67
3,1.0,1.5,0,0,3,7,1400,0,98133,1590,8433,348125,62
4,3.25,2.0,0,0,4,8,2400,0,98072,2280,45000,585000,33
3,1.0,1.0,0,0,4,6,1390,0,98001,1420,10000,230000,55
3,2.0,1.0,0,0,4,8,1680,0,98045,1760,12160,450000,48
5,2.0,1.0,0,0,4,7,910,910,98108,1180,5628,393000,45
2,1.0,1.0,0,0,4,7,1140,0,98103,1660,4000,517000,90
3,1.0,1.0,0,0,3,7,1060,0,98033,1920,10200,400000,46
2,1.75,2.0,0,0,3,10,3050,0,98053,3050,40107,890000,24
3,1.0,1.0,0,0,4,6,970,0,98198,1210,11963,205950,45
3,1.0,1.5,0,0,3,6,1320,0,98022,1270,5184,209000,103
4,1.75,1.0,0,0,4,6,1110,780,98125,1560,6356,430000,68
4,1.75,1.5,0,0,4,6,1260,780,98105,1940,3750,534000,89
4,3.0,1.5,0,0,5,7,1650,720,98115,2140,4182,735000,99
3,2.25,2.0,0,0,3,11,2720,0,98027,3170,60548,873000,18
4,2.25,1.0,0,0,3,8,1390,580,98052,1970,8248,475000,32
3,1.75,1.0,0,0,4,7,1090,1090,98118,2130,7200,325000,54
3,2.25,2.0,0,0,3,9,2990,0,98019,2840,215622,500000,21
4,2.75,1.0,0,0,4,7,1330,850,98031,1500,7140,279000,28
3,2.0,1.0,0,0,3,8,1440,0,98029,1980,6198,350000,27
4,2.25,2.0,0,0,3,9,3180,0,98074,2910,12350,660000,37
2,1.5,1.0,0,1,4,7,1643,0,98198,2270,9940,324950,61
4,2.0,1.0,0,0,3,7,1530,0,98133,1480,7816,500000,60
2,1.0,1.0,0,0,3,6,850,460,98146,1270,6410,187300,65
5,3.5,2.5,0,0,3,9,2800,0,98122,1780,5120,345600,112
3,1.5,1.0,0,0,3,7,1510,0,98008,2180,8357,400000,56
5,3.0,2.0,0,0,3,10,2700,0,98115,1610,5191,935000,6
4,1.75,1.0,0,0,5,7,1140,1080,98056,1670,4800,374000,52
3,1.75,2.0,0,0,3,7,1440,0,98019,2080,49658,328000,38
3,2.0,1.0,0,0,5,7,1300,0,98178,2210,9636,257500,34
4,2.5,2.0,0,0,5,8,1630,600,98112,2410,4800,1000000,109
2,1.75,1.0,0,0,4,8,1390,0,98198,1390,4680,216500,35
3,2.25,2.0,0,0,5,10,2760,0,98005,3030,42253,1190000,37
4,2.5,2.0,0,0,3,9,3200,0,98188,3030,7290,360000,8
3,0.75,1.0,0,0,4,7,1240,0,98112,1460,4000,699999,47
3,2.5,2.0,0,0,4,8,1960,0,98077,2020,29004,535000,37
3,2.0,1.0,0,0,3,7,2190,0,98146,1640,9719,464950,21
4,2.5,2.0,0,0,3,10,3540,0,98006,4130,11180,925000,19
3,3.25,2.0,0,0,3,9,1840,800,98105,1990,4080,930000,103
3,2.0,1.5,0,3,3,8,1940,720,98116,2270,5000,727500,105
4,1.75,1.0,0,0,3,7,1670,0,98125,1620,9500,325000,39
3,3.25,2.0,0,0,3,8,2080,1000,98117,2100,6581,695000,31
4,2.75,1.0,0,0,3,8,1560,1330,98034,1900,10120,585000,42
3,2.25,1.0,0,2,3,7,1200,600,98188,1700,13502,319000,52
6,2.5,1.5,0,0,4,7,1790,210,98032,1710,7650,265000,55
5,1.75,1.5,0,0,4,7,1940,0,98166,2300,9500,359000,62
5,1.75,1.5,0,0,4,7,1940,0,98166,2300,9500,390000,62
3,1.0,1.0,0,0,5,7,960,0,98072,1670,9250,374500,46
2,1.5,2.0,0,0,4,8,1750,0,98072,2220,42224,661000,51
3,2.5,2.0,0,0,3,8,1620,700,98112,2160,5000,900000,108
5,2.5,1.0,0,0,3,8,1540,840,98115,2270,8204,600000,58
5,4.25,2.0,0,3,4,11,3940,2550,98040,3290,14080,2000000,24
4,1.75,1.5,0,0,5,7,1620,0,98144,1450,4240,512500,99
3,1.75,1.0,0,0,4,8,1770,0,98092,1690,22069,229500,47
3,2.5,2.0,0,0,3,8,2320,0,98027,2500,4500,589000,12
3,2.5,3.0,0,0,3,8,1330,0,98117,1310,5000,539950,1
4,2.5,2.0,0,0,3,9,3420,0,98166,2110,21344,640000,13
3,1.0,1.0,0,0,3,7,970,300,98023,1290,7300,218250,48
4,3.5,2.0,0,2,3,8,1880,670,98177,2090,6000,675000,18
5,2.0,2.0,0,0,3,7,1860,0,98045,1390,9752,338000,35
3,1.0,1.0,0,0,3,7,1020,0,98058,1470,9515,231750,34
1,1.0,1.0,0,0,3,6,720,0,98146,1140,7577,199900,85
4,3.5,2.0,0,2,3,11,4460,0,98075,4540,17122,1060000,14
4,2.75,1.0,0,0,5,7,1250,580,98023,1730,7208,263000,36
3,1.5,1.0,0,0,4,7,1160,360,98198,1460,7200,279950,25
3,1.5,1.5,0,0,4,7,1080,0,98115,1400,4930,395000,95
3,2.0,1.0,0,0,3,7,1900,0,98023,1900,6086,252500,24
4,3.75,2.0,0,0,3,11,5300,0,98077,3730,37034,1150000,26
3,1.0,1.0,0,0,3,7,1370,0,98001,1770,14482,205000,46
5,2.5,1.0,0,0,4,8,1640,1320,98008,1890,9077,654000,50
3,1.0,1.0,0,0,2,6,960,0,98024,1520,57499,200000,82
3,2.5,2.0,0,0,3,8,2190,0,98033,2090,8888,700000,11
4,3.25,2.0,0,0,4,11,3990,0,98039,3450,16087,2720000,26
2,1.75,1.0,0,0,5,7,800,400,98125,1310,1926,306000,59
3,2.5,2.0,0,0,3,7,1780,0,98042,2010,5250,270000,5
3,2.25,2.0,0,0,4,9,2630,0,98092,2470,10810,340000,27
4,2.5,1.0,0,0,4,7,2300,0,98045,1460,19250,450000,60
4,2.75,1.0,0,0,5,7,1810,1400,98034,1840,8000,580000,40
4,1.75,1.0,0,3,3,7,1290,1000,98126,1820,4000,435000,56
4,2.5,2.0,0,0,3,9,2780,0,98059,3000,6029,690000,12
4,2.5,2.0,0,0,3,8,2110,540,98033,2000,7680,720000,27
3,2.25,1.0,0,0,3,8,1390,450,98052,2210,13020,403000,35
3,2.75,1.0,0,0,5,7,1030,530,98011,1870,7520,440000,43
3,1.0,1.0,0,0,5,7,1200,0,98032,1200,7952,178500,54
4,2.5,1.0,0,0,3,7,1900,0,98022,1420,8350,270000,47
2,1.0,1.0,0,0,3,6,710,0,98166,1070,9900,129888,72
3,1.75,1.0,0,0,3,7,1360,0,98038,1610,7800,260000,28
5,2.5,2.0,0,0,4,8,2990,0,98042,2150,8190,339950,25
3,1.0,2.0,0,0,3,6,1640,0,98019,1620,25788,250000,40
3,3.5,1.0,0,0,3,10,2050,1600,98031,2550,16140,680000,4
10,3.0,2.0,0,0,4,7,1860,1060,98105,1810,3745,660000,102
3,3.5,2.0,0,2,3,11,3680,0,98007,3710,10030,1230000,16
3,2.0,1.0,0,0,5,8,1830,0,98006,1770,9220,550000,56
5,2.75,2.0,0,0,3,8,2570,0,98075,2580,12927,675000,28
3,3.25,2.0,0,1,3,10,1900,830,98052,2730,12736,981000,31
3,1.0,1.5,0,0,4,6,1150,0,98001,1170,9600,168000,102
4,3.0,2.0,0,0,3,11,4260,0,98075,3490,16772,1000000,19
3,1.0,1.0,0,0,3,7,1260,0,98045,1530,9790,320000,45
6,3.25,1.0,0,1,4,9,2220,2220,98040,2660,10768,959000,56
4,1.0,1.0,0,0,3,7,1270,1030,98106,1840,5120,372000,56
3,2.5,2.0,0,0,3,8,1920,0,98045,1920,10343,391500,22
2,1.0,1.5,0,0,3,7,1080,0,98126,1520,4961,390000,71
2,1.0,1.0,0,0,4,6,890,0,98118,1160,5000,302000,68
3,3.5,2.0,0,0,3,7,1100,550,98109,1580,1280,495000,3
3,2.5,3.0,0,2,3,8,1640,180,98103,1440,1290,504500,17
4,1.75,1.5,0,0,3,7,2170,150,98117,1390,4800,555000,97
4,3.5,2.0,0,0,5,9,2630,630,98105,2600,5000,1550000,78
3,1.5,1.0,0,0,3,7,1250,480,98116,1370,5750,550000,68
4,2.5,2.5,0,0,5,10,3320,0,98112,3680,6050,1800000,110
1,1.0,1.0,0,0,4,7,830,830,98117,1100,5356,655000,107
3,2.5,2.0,0,0,4,10,3290,0,98042,2700,55023,685000,23
4,2.0,1.0,0,0,4,7,1220,1060,98115,1970,8340,721000,61
4,4.25,1.5,0,0,3,9,2330,1320,98119,1710,3600,1520000,108
4,2.5,2.0,0,0,3,7,1620,0,98038,2240,217800,365000,35
3,2.0,1.0,0,0,4,7,1220,800,98125,1600,8148,458000,58
2,1.0,1.0,0,0,3,6,1150,0,98058,1170,7574,280000,56
4,1.75,1.0,0,0,4,7,1000,940,98115,1320,3060,628000,104
4,2.5,2.0,0,0,3,10,3440,0,98059,3310,6528,781500,14
3,1.75,1.0,0,0,4,7,1300,700,98058,1900,8301,295000,47
2,1.0,1.0,0,0,5,7,750,0,98117,1700,4653,435000,68
3,1.75,1.0,0,0,3,7,1000,420,98146,1550,8640,300000,36
2,1.0,1.0,0,0,4,5,880,0,98010,1010,6160,208500,109
2,2.5,1.0,0,0,3,9,2680,0,98053,2305,6908,930000,9
2,2.0,1.0,0,0,3,6,860,0,98118,1290,3500,316000,109
3,2.0,1.0,0,0,4,7,1310,0,98042,1290,8067,249900,25
3,2.25,2.0,0,0,4,8,1540,240,98144,2220,4000,675000,26
3,2.25,2.0,0,0,3,7,1440,0,98029,1610,4756,447000,30
3,2.0,1.5,0,0,3,8,1510,0,98122,1510,3817,675000,110
4,2.5,3.0,0,0,3,8,1580,520,98144,1490,1201,546000,7
3,2.0,3.0,0,0,3,7,1310,0,98133,1370,1608,310000,12
3,1.0,1.0,0,0,3,7,880,400,98178,1360,6120,190000,54
3,1.5,1.0,0,0,3,8,1320,0,98004,2110,8114,650000,64
3,2.5,2.0,0,0,3,8,1130,610,98112,1740,3201,585000,20
4,2.5,2.0,0,0,3,10,2910,0,98033,2480,8400,1430000,12
4,2.5,1.0,0,0,3,9,2500,0,98074,3380,12760,565000,32
3,1.0,1.5,0,0,2,6,1100,0,98108,960,5880,174900,89
3,2.25,3.0,0,0,3,8,1381,0,98125,1381,1180,360000,8
3,1.0,1.0,0,0,3,7,960,0,98155,1540,9624,234000,62
8,3.0,1.0,0,0,3,7,2530,1310,98034,1380,8172,575000,54
3,2.5,2.0,0,0,3,7,2200,0,98042,2200,5046,315000,11
3,1.0,1.0,0,0,3,7,1250,0,98001,1300,7920,225000,48
3,1.5,1.0,0,0,4,7,1850,530,98028,1830,13600,370000,54
3,1.0,1.0,0,0,3,7,1000,500,98107,1640,4017,606000,68
3,2.0,1.0,0,0,4,7,1410,0,98058,1830,8330,272500,32
3,1.75,1.0,0,0,3,7,960,720,98115,1680,4080,475000,23
3,1.0,1.0,0,0,4,7,1500,0,98059,1350,13680,270000,47
4,1.75,1.0,0,0,3,8,1440,1270,98126,1960,6350,624000,54
3,1.75,1.5,0,0,3,7,1730,0,98133,1390,6490,355000,61
3,1.0,1.0,0,0,3,7,960,0,98133,1020,3844,345000,43
4,2.5,2.0,0,0,3,8,2380,0,98092,2260,7378,342000,22
3,1.75,1.5,0,2,4,7,1120,0,98022,1620,34200,316000,98
4,2.5,2.0,0,0,3,9,2960,0,98038,2800,36384,539950,25
3,2.0,1.0,0,0,3,6,790,790,98178,1090,6655,221347,71
3,2.5,2.0,0,0,3,8,1870,0,98055,2290,4795,330000,15
4,2.5,1.0,0,0,4,8,1470,340,98022,1850,13000,279000,38
4,3.0,1.5,0,0,4,8,1750,800,98103,2100,4560,850000,115
3,1.75,1.0,0,0,4,7,1100,810,98004,1910,11761,746000,63
2,2.0,1.0,0,0,3,7,600,600,98109,1790,2221,478000,91
4,2.75,1.5,0,0,5,7,2420,0,98103,1590,3150,820000,110
3,3.5,2.0,0,3,3,11,2530,550,98199,4120,8620,2160000,19
3,3.0,2.0,0,1,3,10,3850,0,98006,2970,14050,820000,15
3,2.0,2.0,0,2,4,8,2470,530,98177,2600,7947,887000,73
3,1.0,1.0,0,0,4,7,1360,0,98001,1530,9997,159000,62
7,4.25,2.0,0,1,3,8,2800,870,98199,2010,4000,824000,51
4,2.5,2.0,0,0,3,9,2270,0,98117,1210,5000,812000,1
4,2.5,2.0,0,0,4,7,1750,0,98023,1890,9024,242000,40
4,2.5,2.0,0,0,3,9,3550,0,98065,3920,7871,625000,8
4,1.0,1.5,0,0,4,7,1570,800,98146,1640,9719,399888,67
3,2.25,2.0,0,0,4,7,1670,0,98042,1670,6801,289000,25
3,2.0,1.0,0,0,3,9,1860,0,98058,2500,29279,400000,13
3,2.5,2.0,0,0,3,12,4460,0,98033,3770,26027,1550000,23
2,1.0,1.0,0,0,3,7,1080,0,98117,1530,4240,345000,75
2,1.0,1.0,0,0,3,7,1080,0,98117,1530,4240,874950,75
3,2.75,1.0,0,0,5,7,1280,1000,98103,1650,4280,875000,98
4,2.5,2.0,0,0,3,9,2540,0,98053,2740,32647,628990,19
2,3.5,1.0,0,0,4,6,1280,1280,98107,1390,4000,535000,71
4,2.75,1.0,0,0,3,8,1430,960,98004,1910,9348,770126,36
4,2.5,1.0,0,0,5,8,1870,1000,98006,2670,9672,710000,47
3,1.75,1.0,0,2,3,7,860,650,98126,1510,4800,465000,90
3,1.75,1.0,0,0,4,7,2200,0,98133,1690,8038,359000,63
2,0.75,1.0,0,0,3,4,720,0,98106,1290,4120,151000,66
3,2.5,2.0,0,0,3,9,2970,0,98006,2970,9707,820000,21
3,1.5,1.0,0,0,4,7,960,0,98023,1160,7080,160000,45
4,1.75,1.5,0,0,4,7,1420,0,98117,1490,5000,535000,70
3,2.25,1.0,0,0,3,7,1300,500,98155,1950,10240,365000,40
4,2.5,2.0,0,0,3,9,3090,0,98075,3080,5788,708000,10
3,1.0,1.0,0,0,4,7,1200,0,98032,1200,8400,215000,48
4,3.5,2.0,0,0,4,10,4065,0,98039,3070,18713,1950000,28
4,2.5,2.0,0,0,5,7,2570,0,98059,2460,6533,390000,57
3,2.0,1.0,0,0,4,7,1530,0,98115,1640,5467,570000,78
3,1.75,1.0,0,0,3,7,1500,0,98072,1500,13430,383000,38
4,3.0,2.0,0,0,3,9,2490,0,98042,2650,5880,370000,10
4,2.5,2.0,0,0,3,7,3040,0,98019,2490,9742,454000,15
5,3.25,1.0,0,4,3,10,2190,1950,98177,3220,22077,1400000,42
4,1.75,1.0,0,0,3,7,1690,0,98056,2390,7000,371000,38
3,1.75,1.0,0,0,3,7,1430,0,98008,1890,10350,530000,56
4,2.75,1.0,0,0,4,8,1400,1090,98011,2060,15300,608000,32
3,1.75,1.0,0,0,5,7,1350,0,98125,1100,7200,450000,61
4,2.5,2.0,0,0,3,10,3140,0,98075,3140,17417,780000,21
4,2.5,2.0,0,0,2,8,2340,0,98042,2480,40500,290000,37
3,1.75,1.0,0,0,4,7,1100,510,98092,1510,8400,225000,37
4,2.5,2.0,0,0,4,10,3320,0,98077,3270,37804,805000,24
3,2.5,2.0,0,0,3,9,2390,0,98011,2640,12500,660000,24
3,1.75,1.0,0,0,5,7,1180,0,98059,1400,13173,299000,53
2,2.25,3.0,0,0,3,8,1260,0,98103,1300,1312,530000,8
3,2.5,1.0,0,0,5,7,1350,450,98199,1920,4400,680000,45
4,1.75,1.0,0,0,5,6,1790,0,98001,1550,9840,199900,71
3,1.75,1.0,0,0,3,7,1060,700,98178,1340,7300,224000,52
3,1.75,1.0,0,0,4,7,1440,100,98031,1540,12734,244000,35
4,1.75,1.0,0,0,5,7,860,400,98117,1000,3880,485000,97
4,2.5,2.0,0,0,3,8,2240,0,98030,2250,7300,330000,21
4,2.0,1.5,0,0,3,6,1030,600,98119,1780,3810,509000,100
4,2.5,2.0,0,0,3,8,2350,0,98059,2260,7274,440000,26
3,2.0,1.0,0,0,3,7,1350,0,98022,1350,8587,244000,17
4,1.75,1.0,0,0,4,7,870,450,98106,940,4800,399700,85
4,2.5,1.5,0,0,4,7,1250,700,98107,1520,1438,519000,105
4,1.0,1.0,0,0,3,7,1050,1050,98168,1540,10033,211000,56
3,2.5,1.0,0,0,4,7,1750,1730,98177,3010,9918,950000,74
3,2.5,2.0,0,0,3,8,1830,0,98074,1830,3011,410000,16
4,2.0,2.0,0,0,3,7,2040,600,98117,1330,5000,750000,66
3,1.0,1.0,0,0,4,6,900,0,98023,1120,2550,133400,37
3,2.0,1.0,0,0,3,7,1553,0,98022,1010,10546,240000,115
3,2.5,2.0,0,0,3,8,1570,140,98052,2120,2856,539000,10
4,3.0,2.0,0,0,3,10,3400,0,98045,1760,69696,688000,17
3,1.5,1.0,0,0,3,7,1270,0,98115,1580,5080,465000,65
3,1.75,1.0,0,2,4,8,1480,1480,98116,2700,9106,936000,63
4,2.5,2.0,0,0,3,7,3040,0,98053,1690,3849,620000,12
3,1.75,1.0,0,0,5,7,1430,0,98133,1630,9282,429950,53
3,2.5,2.0,0,0,3,7,1520,0,98038,1560,4237,296475,11
4,2.0,1.0,0,0,3,7,1100,720,98155,1540,9450,330000,53
3,2.25,1.0,0,0,3,8,1270,530,98052,1940,11250,445000,36
4,3.25,2.0,0,1,3,10,2070,650,98118,1450,4000,846000,1
4,1.75,1.0,0,1,4,8,1380,600,98116,1810,5850,725000,55
4,2.5,2.0,0,0,3,9,2550,0,98023,2400,8508,369000,26
3,1.75,1.0,0,0,3,8,1390,820,98005,2050,16200,625000,57
3,2.0,2.0,0,0,3,7,2120,0,98053,2280,4080,535000,12
4,1.5,1.0,0,0,5,6,1570,0,98002,1140,6716,229950,104
3,1.75,1.0,0,0,4,7,1310,0,98092,1580,7200,229999,41
5,3.5,2.0,0,0,3,8,2460,690,98115,2080,4160,850000,104
4,4.5,2.0,0,0,3,10,2530,1340,98027,3020,35366,589900,14
2,1.0,1.0,0,0,4,7,1160,680,98144,1750,4322,513000,101
3,1.0,1.0,0,0,4,6,1120,0,98027,1980,8671,401000,74
3,2.5,2.0,0,0,3,7,1440,0,98146,1440,5000,260000,9
4,2.75,1.0,0,0,4,8,2300,0,98177,2000,9879,525000,65
3,3.5,1.0,0,0,4,8,1370,700,98056,1930,8744,470000,38
4,1.5,1.0,0,0,3,7,940,480,98198,1330,7515,205000,53
3,2.25,1.0,0,0,4,8,1570,440,98027,2050,8402,620000,36
3,1.5,1.0,0,0,3,6,1200,0,98146,1440,2500,229000,36
2,2.0,1.0,0,0,3,7,860,290,98115,1680,6892,445000,75
2,1.0,1.0,0,0,3,7,1240,0,98168,1130,9200,215000,48
2,2.5,2.0,0,0,3,8,1900,0,98053,1640,4780,504975,10
4,2.25,2.0,0,0,3,8,2350,0,98011,2210,9687,495000,35
3,1.0,1.0,0,0,4,7,1120,0,98042,1190,6660,205000,39
1,1.0,1.0,0,0,3,6,1020,0,98146,1260,6933,152275,78
4,2.25,1.0,0,0,3,8,1930,0,98125,2280,7616,586000,47
2,2.5,1.0,0,0,3,9,2680,0,98053,2310,7395,779950,13
4,1.75,2.0,0,0,4,8,2660,0,98074,1980,11315,557000,32
4,2.25,1.0,0,2,4,8,1220,980,98144,1940,6000,610000,57
3,1.5,1.5,0,0,5,7,1010,0,98125,1550,7271,405000,62
4,2.25,2.0,0,0,3,8,2310,0,98055,2310,8480,320000,35
3,1.0,1.0,0,0,3,6,920,0,98118,1080,5150,356000,45
5,3.0,1.5,0,0,4,7,1930,1100,98115,1280,3090,794500,102
3,1.75,1.0,0,0,3,7,1590,0,98059,2980,9398,349000,27
4,2.25,2.0,0,0,3,7,2740,0,98027,2740,62726,549000,24
3,1.0,1.0,0,0,4,6,960,0,98002,960,10761,193000,53
3,1.5,2.0,0,1,3,9,1440,800,98008,3150,16150,700000,38
3,2.5,2.0,0,0,3,8,2400,0,98065,2420,5829,523000,17
5,3.25,1.0,0,0,4,7,1800,1060,98155,1920,9612,565000,50
4,2.5,2.0,0,0,3,7,2960,0,98065,2760,5500,500000,15
4,3.25,2.0,0,0,5,9,2710,1060,98109,2560,4160,1450000,90
6,3.5,2.0,0,0,3,9,3830,0,98027,2410,68825,710000,20
4,2.0,1.0,0,0,3,8,2750,0,98055,1340,11050,333000,7
3,1.75,1.0,0,0,3,7,1300,800,98115,2220,5912,580000,72
4,1.75,1.0,0,0,3,7,1200,300,98188,1780,9913,289950,59
2,1.0,1.0,0,1,3,5,710,0,98199,1810,4988,375000,90
2,3.0,1.5,0,0,5,8,1910,860,98074,2140,10800,505000,31
3,1.75,1.0,0,2,3,7,1050,1000,98178,2380,7260,324950,76
4,2.25,2.0,0,0,3,7,1960,0,98052,1560,10275,490000,50
4,2.0,2.0,0,0,5,7,1770,0,98199,1340,6000,630000,104
3,2.75,2.0,0,0,4,8,3290,0,98056,2750,6119,595000,22
4,2.0,1.0,0,0,3,9,1260,730,98199,1770,6000,872500,59
2,1.0,1.0,0,2,4,7,1000,760,98126,1760,5400,490000,64
4,3.25,2.0,0,0,3,11,5080,0,98006,4730,22326,1900000,14
2,1.0,1.0,0,0,3,7,1020,0,98056,1770,7291,310000,59
3,1.0,1.0,0,0,2,6,1200,150,98055,1860,8096,450000,69
3,1.5,2.0,0,0,3,9,1740,0,98074,2580,12224,539000,41
3,2.5,2.0,0,0,3,10,3540,0,98053,3540,35926,888550,26
3,2.5,1.0,0,0,3,7,1080,440,98058,1720,7551,269950,34
3,1.75,1.0,0,0,3,7,1310,0,98034,1490,9600,300000,48
2,3.25,1.0,0,0,3,10,2410,590,98005,4270,24506,780000,63
3,2.5,2.0,0,0,3,8,2660,0,98027,2720,12927,545000,23
3,2.25,2.0,0,0,3,7,2120,0,98042,2120,7200,278000,21
3,2.25,2.0,0,0,3,7,1200,0,98034,1220,2140,342000,29
4,1.75,1.0,0,0,4,7,1900,0,98038,1720,7967,190000,48
2,1.5,3.0,0,0,3,8,1010,0,98103,1330,1318,387000,16
3,2.25,2.0,0,0,3,7,1850,0,98058,1870,7480,279950,37
6,4.5,2.0,0,0,3,9,3580,940,98031,2870,13068,550000,62
3,2.0,2.0,0,0,3,8,1510,500,98019,1780,108900,439000,12
3,2.25,1.0,0,0,4,8,2420,0,98027,2540,22257,774888,46
5,2.5,1.0,0,2,4,8,1870,862,98003,2720,10000,480000,40
4,2.0,1.5,0,0,5,8,1910,0,98103,1360,3300,835000,74
5,3.5,2.0,0,0,3,9,2400,1120,98119,1360,3600,1500000,7
4,2.0,1.5,0,0,4,7,1370,850,98117,1620,3760,771000,86
4,2.25,1.0,0,3,4,9,1760,260,98199,3100,5800,1230000,74
4,2.5,1.0,0,0,5,8,1420,670,98007,2110,8436,600000,49
3,1.0,1.0,0,0,3,7,1010,570,98058,1710,7772,305000,53
5,1.75,1.0,0,0,3,8,2650,0,98004,2780,13204,1390000,60
3,1.0,1.0,0,0,4,6,1020,0,98188,1690,11652,216500,44
3,2.5,2.0,0,0,3,7,720,350,98116,1070,1254,370000,11
4,1.75,1.0,0,0,3,8,1640,480,98177,2310,8787,492650,48
5,1.75,1.0,0,0,3,7,1060,300,98034,1490,9935,431200,49
4,2.0,2.0,0,0,3,7,1700,0,98030,1960,7650,277500,25
5,1.5,1.0,0,0,5,7,1090,730,98032,1820,8712,278000,55
4,1.0,1.0,0,0,3,6,730,700,98072,1310,8240,351000,46
4,3.5,2.0,0,0,3,10,3160,980,98034,2640,8896,850000,12
2,2.0,1.0,0,0,3,8,1313,0,98119,1080,3600,885000,111
3,2.0,1.0,0,3,3,8,1590,0,98022,2780,183161,399950,17
3,1.75,1.0,0,0,3,7,1080,0,98178,1090,9262,185000,47
5,3.0,1.0,0,0,3,8,1470,1260,98178,2590,6000,440000,36
4,3.25,2.0,0,0,3,10,3800,0,98006,3940,18975,2400000,46
3,2.25,1.0,0,0,4,8,1320,1220,98031,1870,10251,299000,46
3,1.75,1.0,0,0,3,8,1230,580,98032,2090,9735,299500,35
3,1.5,1.0,0,0,5,7,1540,0,98155,2180,7653,420000,54
4,1.0,1.0,0,0,3,7,1390,0,98032,1390,18000,234000,60
2,1.75,1.0,0,0,5,7,850,610,98103,2050,5592,540000,65
4,2.5,2.0,0,0,4,8,2350,0,98077,2370,63162,649950,21
3,1.0,1.0,0,0,4,7,1160,0,98125,1190,7482,330000,59
4,3.25,2.0,0,0,3,9,3500,0,98053,3390,6856,840000,5
3,2.5,2.0,0,0,5,8,1980,0,98031,2090,7697,370000,24
3,1.5,1.0,0,0,5,7,1250,0,98056,1430,7700,410000,47
2,1.0,1.0,0,0,3,7,770,0,98125,1320,7139,257000,64
3,1.0,1.0,0,0,3,7,1320,600,98118,1810,5600,350000,56
2,1.0,1.0,0,1,3,6,1120,0,98177,1120,7200,380000,68
3,1.0,1.0,0,0,4,6,1150,0,98072,1400,13600,344000,46
3,2.5,3.0,0,0,3,7,1590,0,98117,1260,5100,488000,30
3,1.0,1.0,0,0,3,7,780,130,98117,1220,3880,465000,73
2,1.75,1.0,0,0,3,7,960,910,98178,1680,6000,229500,67
5,3.0,2.0,0,0,3,8,2420,0,98146,1510,9950,445000,2
4,1.5,1.5,0,0,3,6,2120,0,98030,1540,7110,246000,96
5,2.5,1.0,0,0,5,7,1660,1070,98028,2250,13200,545000,57
4,2.5,2.0,0,1,3,8,2560,0,98056,2190,6788,518000,10
4,2.5,2.0,0,0,3,8,2620,0,98056,2620,10016,565000,19
4,2.5,2.0,0,0,3,7,2760,0,98056,2760,7703,445000,14
5,2.5,1.0,0,0,3,8,1450,1450,98004,2810,9687,968000,56
3,2.0,1.0,0,0,5,7,910,910,98115,1850,6440,725000,70
3,1.75,1.0,0,0,3,7,990,880,98058,1750,8400,315500,38
4,1.75,1.0,0,0,3,7,1470,540,98034,1840,8500,487585,38
2,1.0,1.0,0,0,2,7,940,0,98148,1890,8547,246500,61
3,1.75,1.5,0,0,3,8,1650,200,98199,1540,6000,819000,102
5,2.5,2.0,0,0,3,7,2530,0,98038,2070,4879,349900,11
